PERSON_ID,NAME_LIST,LABEL,DES,N_DES
PERSON#658,罗真人,百姓,罗真人，古典名著《水浒传》中的虚拟人物，北宋道士，入云龙公孙胜之师。在简本水浒中，其原名被记载为罗澄。在2011年版电视剧《水浒传》中由刘典洲饰演，但央视版改编中删减了相关神怪情节。罗真人法力高深，曾授予公孙胜“五雷天心正法”以破解高廉妖术。后于宋江拜访时写下八句法语，暗藏梁山好汉命运结局。外道修士乔道清求见时，罗真人拒绝接见并预言其需历劫后方能悟道。该角色掌握卜算之术，通过法语预言梁山命运走向，展现其通晓阴阳的能力。其言行贯穿小说神怪情节主线，成为推动故事发展的重要世外高人形象。,[PERSON#658]，[BOOK#22]中的虚拟人物，北宋道士，[PERSON#204][PERSON#204]之师。在简本水浒中，其原名被记载为[PERSON#658]。但央视版改编中删减了相关神怪情节。[PERSON#658]法力高深，曾授予[PERSON#204]“五雷天心正法”以破解[PERSON#489]妖术。后于[PERSON#152]拜访时写下八句法语，暗藏[LOCATION#752]好汉命运结局。外道修士[PERSON#335]求见时，[PERSON#658]拒绝接见并预言其需历劫后方能悟道。该角色掌握卜算之术，通过法语预言[LOCATION#752]命运走向，展现其通晓阴阳的能力。其言行贯穿小说神怪情节主线，成为推动故事发展的重要世外高人形象。
PERSON#402,安道全,梁山,安道全，古典名著《水浒传》中的人物。一百单八将之一，绰号“神医”。建康府（今江苏南京）人氏，原为民间医士。宋江攻打大名府时突发背疽，张顺受命去请安道全前来医治。阴差阳错下，安道全的后路被张顺截断，只得加入梁山。梁山大聚义时，排第五十六位，星号地灵星，为专治诸疾内外科医士。征讨方腊时被京师取走，任太医院金紫医官。,[PERSON#402]，绰号“[PERSON#402]”。建康府（今[LOCATION#132]）人氏，原为民间医士。[PERSON#152]攻打大名府时突发背疽，[PERSON#17]受命去请[PERSON#402]前来医治。阴差阳错下，[PERSON#402]的后路被[PERSON#17]截断，只得加入[LOCATION#752]。[LOCATION#752]大聚义时，排第五十六位，星号地灵星，为专治诸疾内外科医士。征讨[PERSON#598]时被[LOCATION#21]取走，任太医院金紫医官。
PERSON#109,王定六,梁山,王定六，古典名著《水浒传》中的人物。一百单八将之一，绰号“活闪婆”。建康府人氏，在扬子江边开酒店为生。他非常倾慕梁山，后结识张顺，便投梁山入伙。梁山大聚义时，排第一百零四位，上应地劣星，担任北山酒店掌店头领。征方腊时战死于宣州，追封义节郎。,[PERSON#109]，绰号“[PERSON#109]”。建康府人氏，在[LOCATION#93]边开酒店为生。他非常倾慕[LOCATION#752]，后结识[PERSON#17]，便投[LOCATION#752]入伙。[LOCATION#752]大聚义时，排第一百零四位，上应地劣星，担任北山酒店掌店头领。征[PERSON#598]时战死于[LOCATION#59]，追封义节郎。
PERSON#901,孔亮,梁山,孔亮，古典名著《水浒传》中的人物。一百单八将之一，绰号“独火星”。青州人氏，原是孔家庄二少爷，与哥哥孔明同为宋江的徒弟。后在白虎山落草，在联合二龙山、桃花山攻打青州后加入梁山。梁山大聚义时，排第六十三位，上应地狂星，担任守护中军步军骁将。征方腊时战死于昆山，追封义节郎。概述图片来源：《戴敦邦新绘一百零八将》,[PERSON#901]，绰号“[PERSON#901]”。[LOCATION#234]人氏，原是[LOCATION#48]二少爷，与哥哥[PERSON#25]同为[PERSON#152]的徒弟。后在[LOCATION#178]落草，在联合[LOCATION#16]、[LOCATION#117]攻打[LOCATION#234]后加入[LOCATION#752]。[LOCATION#752]大聚义时，排第六十三位，上应地狂星，担任守护中军步军骁将。征[PERSON#598]时战死于[LOCATION#103]，追封义节郎。概述图片来源：[BOOK#16]
PERSON#318,解珍,梁山,解珍，古典名著《水浒传》中的人物。一百单八将之一，绰号“两头蛇”。原是登州猎户，与弟弟解宝因猎虎被地主毛太公陷害入狱。后越狱反登州，入伙梁山。梁山大聚义时，排第三十四位，上应天暴星，职司为步军头领。征方腊时战死于乌龙岭，追封忠武郎。,[PERSON#318]，绰号“[PERSON#318]”。原是[LOCATION#177]猎户，与弟弟[PERSON#677]因猎虎被地主[PERSON#95]陷害入狱。后越狱反[LOCATION#177]，入伙[LOCATION#752]。[LOCATION#752]大聚义时，排第三十四位，上应天暴星，职司为步军头领。征[PERSON#598]时战死于[LOCATION#13]，追封忠武郎。
PERSON#896,时迁,梁山,时迁，古典名著《水浒传》中的人物。一百单八将之一，绰号“鼓上蚤”。高唐州人氏，盗贼出身。在与杨雄、石秀投奔梁山途中，因偷鸡被祝家庄包围活捉，引发梁山三打祝家庄。曾到东京盗取雁翎金圈甲，赚徐宁上山，并在攻打大名府、曾头市的战役中立下大功。梁山大聚义时，排第一百零七位，上应“地贼星”，担任走报机密步军头领。征方腊后病死于杭州，追封义节郎。,[PERSON#896]，绰号“[PERSON#896]”。[LOCATION#239]人氏，盗贼出身。在与[PERSON#87]、[PERSON#622]投奔[LOCATION#752]途中，因偷鸡被[LOCATION#185]包围活捉，引发[LOCATION#752]三打[LOCATION#185]。曾到[LOCATION#2]盗取雁翎金圈甲，赚[PERSON#336]上山，并在攻打大名府、[LOCATION#108]的战役中立下大功。[LOCATION#752]大聚义时，排第一百零七位，上应“地贼星”，担任走报机密步军头领。征[PERSON#598]后病死于[LOCATION#111]，追封义节郎。
PERSON#28,乐和,梁山,乐和，古典名著《水浒传》中的人物。一百单八将之一，绰号“铁叫子”。茅州人氏，善奏乐演唱。因姐姐嫁与孙立为妻，凭借这层关系做了登州监狱的狱卒。解珍、解宝兄弟被毛太公陷害入狱后，乐和联系孙新、顾大嫂等人救出解家兄弟，一同上了梁山。梁山大聚义时，排第七十七位，上应地乐星，担任走报机密步军头领。征讨方腊前被王都尉要走，留在府中任用。,[PERSON#28]，绰号“[PERSON#28]”。[LOCATION#198]人氏，善奏乐演唱。因姐姐嫁与[PERSON#82]为妻，凭借这层关系做了[LOCATION#177]监狱的狱卒。[PERSON#318]、[PERSON#677]兄弟被[PERSON#95]陷害入狱后，[PERSON#28]联系[PERSON#348]、[PERSON#300]等人救出解家兄弟，一同上了[LOCATION#752]。[LOCATION#752]大聚义时，排第七十七位，上应地乐星，担任走报机密步军头领。征讨[PERSON#598]前被王都尉要走，留在府中任用。
PERSON#348,孙新,梁山,孙新，古典名著《水浒传》中的人物。一百单八将之一，绰号“小尉迟”。琼州人氏，出身军官子孙，随兄长孙立驻防登州，与妻子顾大嫂开酒店为生。后因搭救解珍、解宝，劫狱反登州，上梁山入伙，并参与祝家庄卧底。梁山大聚义时，排第一百位，上应地数星，担任东山酒店掌店头领。征方腊后授武奕郎，返回登州为官。,[PERSON#348]，绰号“[PERSON#348]”。[LOCATION#173]人氏，出身军官子孙，随兄长[PERSON#82]驻防[LOCATION#177]，与妻子[PERSON#300]开酒店为生。后因搭救[PERSON#318]、[PERSON#677]，劫狱反[LOCATION#177]，上[LOCATION#752]入伙，并参与[LOCATION#185]卧底。[LOCATION#752]大聚义时，排第一百位，上应地数星，担任东山酒店掌店头领。征[PERSON#598]后授武奕郎，返回[LOCATION#177]为官。
PERSON#82,孙立,梁山,孙立，古典名著《水浒传》中的人物。一百单八将之一，绰号“病尉迟”。原是登州兵马提辖，后在弟弟孙新、弟妇顾大嫂的胁迫下，参与营救解珍、解宝兄弟的劫牢行动。又与梁山里应外合，打破祝家庄作为进身之报。梁山大聚义时，排第三十九位，上应地勇星，担任马军小彪将兼远探出哨头领。征方腊后，与孙新、顾大嫂皆幸存，仍归登州。,[PERSON#82]，绰号“[PERSON#82]”。原是[LOCATION#177]兵马提辖，后在弟弟[PERSON#348]、弟妇[PERSON#300]的胁迫下，参与营救[PERSON#318]、[PERSON#677]兄弟的劫牢行动。又与[LOCATION#752]里应外合，打破[LOCATION#185]作为进身之报。[LOCATION#752]大聚义时，排第三十九位，上应地勇星，担任马军小彪将兼远探出哨头领。征[PERSON#598]后，与[PERSON#348]、[PERSON#300]皆幸存，仍归[LOCATION#177]。
PERSON#395,孙二娘,梁山,孙二娘，古典小说《水浒传》中的人物。一百单八将之一，绰号“母夜叉“。”山夜叉孙元的女儿，菜园子张青的妻子，梁山泊三女将之一。原本与丈夫张青在孟州大树十字坡下开黑店，武松刺配孟州途中，在其酒店中吃酒，她见武松包裹沉重，武松又为赚她，有意说些风话，她便在酒中下蒙汗药，武松识破并将她打翻在地。恰张青赶回，问知是武松，夫妻二人陪礼请罪，张青还与武松结拜为兄弟。武松于鸳鸯楼杀了张都监等人后，她帮助武松改扮行者，投二龙山，不久她与张青亦去入伙，三山聚义打青州时同归梁山，做了打听声息邀接来宾头领，仍开酒店为山寨做耳目，并常参与战斗与官军厮杀，有时还乔扮民妇，混入敌营，配合义军的军事行动。梁山大聚义时，排第一百零三位，上应地壮星。梁山全伙受招安后，征方腊攻清溪县时，她被杜微用飞刀杀死。追封为“旌德郡君”。,[PERSON#395]，绰号“[PERSON#395]“。”[PERSON#721][PERSON#721]的女儿，[PERSON#718][PERSON#718]的妻子，[LOCATION#752]三女将之一。原本与丈夫[PERSON#718]在[LOCATION#50][LOCATION#42]下开黑店，[PERSON#18]刺配[LOCATION#50]途中，在其酒店中吃酒，她见[PERSON#18]包裹沉重，[PERSON#18]又为赚她，有意说些风话，她便在酒中下蒙汗药，[PERSON#18]识破并将她打翻在地。恰[PERSON#718]赶回，问知是[PERSON#18]，夫妻二人陪礼请罪，[PERSON#718]还与[PERSON#18]结拜为兄弟。[PERSON#18]于[LOCATION#242]杀了[PERSON#610]等人后，她帮助[PERSON#18]改扮[PERSON#18]，投[LOCATION#16]，不久她与[PERSON#718]亦去入伙，三山聚义打[LOCATION#234]时同归[LOCATION#752]，做了打听声息邀接来宾头领，仍开酒店为山寨做耳目，并常参与战斗与官军厮杀，有时还乔扮民妇，混入敌营，配合义军的军事行动。[LOCATION#752]大聚义时，排第一百零三位，上应地壮星。[LOCATION#752]全伙受招安后，征[PERSON#598]攻[LOCATION#157]时，她被[PERSON#955]用飞刀杀死。追封为“旌德郡君”。
PERSON#865,董平,梁山,董平，古典名著《水浒传》中的人物。一百单八将之一，绰号“双枪将”。出场于第六十九回“东平府误陷九纹龙 宋公明义释双枪将”。河东上党郡人氏，原为东平府兵马都监，宋江施计将其生擒，董平归顺梁山。在跟随宋江攻打东昌府时，董平为了展示自己的武艺，出阵迎战张清，连躲两颗飞石。李逵元夜闹东京，董平等人引军到东京城外接应宋江回山寨。迎战琅玡彭城节度使项元镇时，董平被射伤右臂，为林冲等人所救。梁山大聚义时，排第十五位，上应天立星，为马军五虎将之一。征方腊夺取独松关时，急欲报仇，不慎被张韬从背后砍死。后追封忠武郎。武艺方面，董平可称为文武兼备，不可多得的猛将；但人品上，董平是个见风使舵，好色成性的小人。其事迹在民间流传较广，成为戏剧、小说以及影视剧广泛演绎的角色。,[PERSON#865]，绰号“[PERSON#865]”。出场于“[LOCATION#6]误陷[PERSON#277] [PERSON#152]义释[PERSON#865]”。[LOCATION#141]人氏，原为[LOCATION#6]兵马都监，[PERSON#152]施计将其生擒，[PERSON#865]归顺[LOCATION#752]。在跟随[PERSON#152]攻打[LOCATION#7]时，[PERSON#865]为了展示自己的武艺，出阵迎战[PERSON#786]，连躲两颗飞石。[PERSON#614]元夜闹[LOCATION#2]，[PERSON#865]等人引军到[LOCATION#2]外接应[PERSON#152]回山寨。迎战琅玡彭城节度使[PERSON#840]时，[PERSON#865]被射伤右臂，为[PERSON#699]等人所救。[LOCATION#752]大聚义时，排第十五位，上应天立星，为马军五虎将之一。征[PERSON#598]夺取[LOCATION#168]时，急欲报仇，不慎被张韬从背后砍死。后追封忠武郎。武艺方面，[PERSON#865]可称为文武兼备，不可多得的猛将；但人品上，[PERSON#865]是个见风使舵，好色成性的小人。其事迹在民间流传较广，成为戏剧、小说以及影视剧广泛演绎的角色。
PERSON#717,杨林,梁山,杨林，古典名著《水浒传》中的人物。一百单八将之一，绰号“锦豹子”。彰德府人氏，在绿林丛中安身。因结识公孙胜、戴宗，而到梁山入伙。其间与戴宗结拜为兄弟。梁山大聚义时，排第五十一位，上应地暗星，任马军小彪将兼远探出哨头领。征方腊回朝授武奕郎，后前往饮马川，受职求闲。,[PERSON#717]，绰号“[PERSON#717]”。[LOCATION#86]人氏，在绿林丛中安身。因结识[PERSON#204]、[PERSON#968]，而到[LOCATION#752]入伙。其间与[PERSON#968]结拜为兄弟。[LOCATION#752]大聚义时，排第五十一位，上应地暗星，任马军小彪将兼远探出哨头领。征[PERSON#598]回朝授武奕郎，后前往[LOCATION#238]，受职求闲。
PERSON#22,李妈妈,百姓,在《水浒传》中，李师师的养母，也就是大家熟知的李妈妈，是一位非常关键的人物。作为京城风月场的经营者，她的精明与世故给人留下深刻印象。李妈妈是北宋都城东京（今开封）的一位鸨母，经营着当时顶尖的交际场所。她作为名妓李师师的养母和监护人，日常负责打理人际关系和各项事务。在《水浒传》第七十二回中，宋江、燕青等人为招安大计，试图通过李师师结交宋徽宗，首先就需要与李妈妈打交道。面对燕青送上的厚礼，李妈妈态度圆滑，既保持警惕又不失礼数，展现出她精明务实、熟谙人情世故的一面。李妈妈为人精明而谨慎。当燕青代表“张员外”（宋江）前来拜访并送上重礼时，她一方面言语客气，表示“官家不时间来此私行，我家怎敢轻慢”；另一方面，她也仔细询问“员外”的所在，体现出其处事的老练和对潜在风险的考量。她深谙在那个时代和环境中如何保护自己和养女的利益，同时也为实际利益所动。,在[BOOK#22]中，[PERSON#416]的养母，也就是大家熟知的[PERSON#22]，是一位非常关键的人物。作为京城风月场的经营者，她的精明与世故给人留下深刻印象。[PERSON#22]是北宋都城[LOCATION#2]（今[LOCATION#82]）的一位鸨母，经营着当时顶尖的交际场所。她作为名妓[PERSON#416]的养母和监护人，日常负责打理人际关系和各项事务。在[BOOK#22]书中，[PERSON#152]、[PERSON#350]等人为招安大计，试图通过[PERSON#416]结交[PERSON#571]，首先就需要与[PERSON#22]打交道。面对[PERSON#350]送上的厚礼，[PERSON#22]态度圆滑，既保持警惕又不失礼数，展现出她精明务实、熟谙人情世故的一面。[PERSON#22]为人精明而谨慎。当[PERSON#350]代表“张员外”（[PERSON#152]）前来拜访并送上重礼时，她一方面言语客气，表示“官家不时间来此私行，我家怎敢轻慢”；另一方面，她也仔细询问“员外”的所在，体现出其处事的老练和对潜在风险的考量。她深谙在那个时代和环境中如何保护自己和养女的利益，同时也为实际利益所动。
PERSON#43,李达,百姓,李达是古典小说《水浒传》中的人物，为梁山好汉李逵的兄长。他长相瘦削，性情木讷，为人厚道，做事勤快，长期以扛活谋生，与母亲董氏及弟弟李逵相依为命。李逵上梁山后回乡接母亲时，李达曾试图劝阻母亲随行李逵，但未成功，最终导致李母在途中遇害。,[PERSON#43]是为[LOCATION#752]好汉[PERSON#614]的兄长。他长相瘦削，性情木讷，为人厚道，做事勤快，长期以扛活谋生，与母亲董氏及弟弟[PERSON#614]相依为命。[PERSON#614]上[LOCATION#752]后回乡接母亲时，[PERSON#43]曾试图劝阻母亲随行[PERSON#614]，但未成功，最终导致李母在途中遇害。
PERSON#637,燕顺,梁山,燕顺，古典名著《水浒传》中的人物。一百单八将之一，绰号“锦毛虎”。莱州人氏，羊马贩子出身，原为清风山大寨主，因救助宋江，大闹青州，而到梁山入伙。梁山大聚义时，排第五十位，上应地强星，担任马军小彪将兼远探出哨头领。征方腊时战死于乌龙岭，追封义节郎。,[PERSON#637]，绰号“[PERSON#637]”。[LOCATION#200]人氏，羊马贩子出身，原为[LOCATION#160]大寨主，因救助[PERSON#152]，大闹[LOCATION#234]，而到[LOCATION#752]入伙。[LOCATION#752]大聚义时，排第五十位，上应地强星，担任马军小彪将兼远探出哨头领。征[PERSON#598]时战死于[LOCATION#13]，追封义节郎。
PERSON#165,娄敏中,方腊,娄敏中，古典小说《水浒传》中的虚构人物，江南方腊政权左丞相。作为方腊核心幕僚，曾向方腊引荐梁山将领柴进、燕青并留其在相府任职，后又中计引见诈降的阮小五等人并委其管理水寨守船。宋军进攻清溪时，阮小五等人在城内放火与城外宋军里应外合，娄敏中察觉其诈降后斩杀阮小五，但未能挽回局势。清溪城破后，娄敏中于松林自缢身亡，其决策失误直接导致防线失守。该角色因误判敌方渗透策略，成为方腊政权覆灭的关键转折人物。,[PERSON#165]，[BOOK#22]中的虚构人物，[LOCATION#130][PERSON#598]政权左丞相。作为[PERSON#598]核心幕僚，曾向[PERSON#598]引荐[LOCATION#752]将领[PERSON#605]、[PERSON#350]并留其在相府任职，后又中计引见诈降的[PERSON#38]等人并委其管理水寨守船。宋军进攻[LOCATION#157]时，[PERSON#38]等人在城内放火与城外宋军里应外合，[PERSON#165]察觉其诈降后斩杀[PERSON#38]，但未能挽回局势。[LOCATION#157]城破后，[PERSON#165]于松林自缢身亡，其决策失误直接导致防线失守。该角色因误判敌方渗透策略，成为[PERSON#598]政权覆灭的关键转折人物。
PERSON#598,方腊,方腊,方腊，古典名著《水浒传》中的人物。农民起义军领袖，“四大寇”之一。樵夫出身，因贪官暴政，民不聊生，揭竿而起，得商人吕师囊资助，势力日盛，自立为帝，于清溪筑宫，势力遍及八州二十五县，成宋廷大患。方腊是宋江奉命征讨的最后也是最棘手的势力，梁山好汉于此役损失惨重。最终，方腊本人被鲁智深擒获，押送京师，凌迟处决。,[PERSON#598]，农民起义军领袖，“四大寇”之一。樵夫出身，因贪官暴政，民不聊生，揭竿而起，得商人[PERSON#232]资助，势力日盛，自立为帝，于[LOCATION#157]筑宫，势力遍及八州二十五县，成宋廷大患。[PERSON#598]是[PERSON#152]奉命征讨的最后也是最棘手的势力，[LOCATION#752]好汉于此役损失惨重。最终，[PERSON#598]本人被[PERSON#532]擒获，押送[LOCATION#21]，凌迟处决。
PERSON#557,卫忠,方腊,卫忠是《水浒传》中方腊阵营的虚构人物，官拜六军指挥使。该人物首次出现于原著第一百一十三回，属方腊麾下将领。卫忠曾率万余名士兵及十余名牙将救援常州，与吕枢密合兵驻守无锡县。面对宋江军队进攻时，他率部在北门外迎战李逵、鲍旭等梁山将领，因军阵未成而溃败，被迫退守无锡城中。后关胜率军破城，卫忠与许定等人从南门突围，最终败退至苏州。,[PERSON#557]是[BOOK#22]中[PERSON#598]阵营的虚构人物，官拜六军指挥使。该人物属[PERSON#598]麾下将领。[PERSON#557]曾率万余名士兵及十余名牙将救援[LOCATION#72]，与[PERSON#232]合兵驻守[LOCATION#102]。面对[PERSON#152]军队进攻时，他率部在[LOCATION#31]迎战[PERSON#614]、[PERSON#583]等[LOCATION#752]将领，因军阵未成而溃败，被迫退守[LOCATION#102]中。后[PERSON#702]率军破城，[PERSON#557]与许定等人从[LOCATION#36]突围，最终败退至[LOCATION#197]。
PERSON#232,吕师囊,方腊,吕师囊是古典小说《水浒传》中的虚构人物，原为歙州富户，因献钱粮资助方腊起义获封东厅枢密使。他善使丈八蛇矛，麾下有「江南十二神」统制官，统领五万南兵及三千战船驻守润州江岸。宋江率军征讨方腊时，吕师囊因梁山军假扮粮船诈降而失守润州，宋万、焦挺、陶宗旺在此役阵亡。退守常州期间，守将钱振鹏战死后副将金节降宋导致城破，吕师囊残部斩杀韩滔、彭玘后撤至无锡。最终在无锡城外与徐宁对战二十余合，被刺落马身亡。施耐庵通过润州、常州、无锡三次战役描写吕师囊与梁山军的对抗。,[PERSON#232]是[BOOK#22]中的虚构人物，原为[LOCATION#126]富户，因献钱粮资助[PERSON#598]起义获封东厅枢密使。他善使丈八蛇矛，麾下有「[LOCATION#130]十二神」统制官，统领五万南兵及三千战船驻守[LOCATION#153]江岸。[PERSON#152]率军征讨[PERSON#598]时，[PERSON#232]因[LOCATION#752]军假扮粮船诈降而失守[LOCATION#153]，[PERSON#65]、[PERSON#893]、[PERSON#701]在此役阵亡。退守[LOCATION#72]期间，守将[PERSON#322]战死后副将[PERSON#361]降宋导致城破，[PERSON#232]残部斩杀[PERSON#247]、[PERSON#216]后撤至[LOCATION#102]。最终在[LOCATION#102]外与[PERSON#336]对战二十余合，被刺落马身亡。[PERSON#409]通过[LOCATION#153]、[LOCATION#72]、[LOCATION#102]三次战役描写[PERSON#232]与[LOCATION#752]军的对抗。
PERSON#730,费保,地方势力,费保是《水浒传》中“太湖四杰”之一，绰号“赤须龙”。原为绿林中人，与倪云、卜青、狄成等好友在太湖从事海上劫掠活动，后因不愿效忠方腊改以打鱼为生。梁山军征讨方腊期间，李俊率部在太湖榆柳庄与费保等人相遇，双方结义为兄弟（费保三十四岁居首），约定次年率部投奔登州水军。该人物在原著第一百一十三回首次登场，协助梁山军攻破苏州城对抗方腊势力。平定方腊后，费保拒绝朝廷封赏，选择归隐出海。《水浒后传》延续其故事线，描绘费保与李俊等人在暹罗国的后续经历。其“世事有成必有败”的处世观成为人物核心特征，凸显淡泊名利的形象。,[PERSON#730]是[BOOK#22]中“[LOCATION#46]四杰”之一，绰号“[PERSON#730]”。原为绿林中人，与[PERSON#24]、[PERSON#751]、[PERSON#513]等好友在[LOCATION#46]从事海上劫掠活动，后因不愿效忠[PERSON#598]改以打鱼为生。[LOCATION#752]军征讨[PERSON#598]期间，[PERSON#66]率部在[LOCATION#46][LOCATION#124]与[PERSON#730]等人相遇，双方结义为兄弟（[PERSON#730]三十四岁居首），约定次年率部投奔[LOCATION#177]水军。该人物在原著中，协助[LOCATION#752]军攻破[LOCATION#197]对抗[PERSON#598]势力。平定[PERSON#598]后，[PERSON#730]拒绝[LOCATION#753]封赏，选择归隐出海。[BOOK#24]延续其故事线，描绘[PERSON#730]与[PERSON#66]等人在[LOCATION#107]的后续经历。其“世事有成必有败”的处世观成为人物核心特征，凸显淡泊名利的形象。
PERSON#503,李忠,梁山,李忠，古典名著《水浒传》中的人物。一百单八将之一，身材壮硕，绰号“打虎将”。濠州定远人氏，原是江湖卖艺人，后成为桃花山大寨主，联合二龙山、白虎山一同攻打青州，并一同加入梁山。梁山大聚义时，排第八十六位，上应地僻星，职司为步军将校。征方腊时战死于昱岭关，追封义节郎。,[PERSON#503]，身材壮硕，绰号“[PERSON#503]”。[LOCATION#164]人氏，原是江湖卖艺人，后成为[LOCATION#117]大寨主，联合[LOCATION#16]、[LOCATION#178]一同攻打[LOCATION#234]，并一同加入[LOCATION#752]。[LOCATION#752]大聚义时，排第八十六位，上应地僻星，职司为步军将校。征[PERSON#598]时战死于[LOCATION#104]，追封义节郎。
PERSON#246,智真长老,百姓,智真长老是古典名著《水浒传》中的虚构人物，作为五台山文殊院住持登场于原著第四回，在1998年、2011年电视剧版中分别由顾金水、马子俊饰演。他因力排众议剃度逃亡军官鲁达并赐名“智深”而推动剧情发展，虽面对鲁智深两度醉酒闹寺仍宽厚相待，最终将其打发至别处安身。该人物被设定为“当世活佛”，具有预知未来的能力，曾三次为鲁智深作出命运预言：剃度时断言“日后定成正果”，遣离时赠偈“遇林而起，遇山而富，遇水而兴，遇江而止”，最终圆寂前再赠“逢夏而擒，遇腊而执，听潮而圆，见信而寂”。其管理智慧体现在五台山下创建集镇规范僧人戒律，通过免租供资方式约束商户禁售酒水给僧人。原著通过智真长老对鲁智深的宽容处置，塑造出兼具佛门原则性与慈悲胸怀的长者形象，其预言能力贯穿角色命运脉络。,[PERSON#246]，身份是[LOCATION#18][LOCATION#100]住持。他因力排众议剃度逃亡军官[PERSON#532]并赐名“[PERSON#532]”而推动剧情发展，虽面对[PERSON#532]两度醉酒闹寺仍宽厚相待，最终将其打发至别处安身。该人物被设定为“当世活佛”，具有预知未来的能力，曾三次为[PERSON#532]作出命运预言：剃度时断言“日后定成正果”，遣离时赠偈“遇林而起，遇山而富，遇水而兴，遇江而止”，最终圆寂前再赠“逢夏而擒，遇腊而执，听潮而圆，见信而寂”。其管理智慧体现在[LOCATION#18]下创建集镇规范僧人戒律，通过免租供资方式约束商户禁售酒水给僧人。原著通过[PERSON#246]对[PERSON#532]的宽容处置，塑造出兼具佛门原则性与慈悲胸怀的长者形象，其预言能力贯穿角色命运脉络。
PERSON#4,周通,梁山,周通，古典名著《水浒传》中的人物。一百单八将之一，因相貌打扮酷似项羽，绰号“小霸王”。青州人氏，与“打虎将”李忠是好友，早先在桃花山落草为王，后为桃花山二寨主。他看中桃花村刘太公的女儿，想娶为压寨夫人，前去娶亲时醉入销金帐，被专门等候的鲁智深痛打一顿。后盗取呼延灼的踢雪乌骓马，间接引发三山聚义。梁山大聚义时，排第八十七位，上应地空星，为马军小彪将兼远探出哨头领第十六名。征讨方腊时被厉天闰杀死，追封义节郎。,[PERSON#4]，因相貌打扮酷似[PERSON#1005]，绰号“[PERSON#4]”。[LOCATION#234]人氏，与“[PERSON#503]”[PERSON#503]是好友，早先在[LOCATION#117]落草为王，后为[LOCATION#117]二寨主。他看中[LOCATION#118][PERSON#962]的女儿，想娶为压寨夫人，前去娶亲时醉入销金帐，被专门等候的[PERSON#532]痛打一顿。后盗取[PERSON#434]的踢雪乌骓马，间接引发三山聚义。[LOCATION#752]大聚义时，排第八十七位，上应地空星，为马军小彪将兼远探出哨头领第十六名。征讨[PERSON#598]时被[PERSON#375]杀死，追封义节郎。
PERSON#389,唐牛儿,百姓,唐牛儿，古典小说《水浒传》中人物，郓城县街头小帮闲，以卖糟腌为业，人称“唐二哥”。他与宋江交好，常受其接济并为其奔走效劳。次日见阎婆纠缠宋江，遂谎称有公事助其脱身，遭阎婆识破后当众被辱骂为“倒街卧巷的横死贼”，反被扭送官府。仍被县令以“故纵凶身”罪名脊杖二十，刺配五百里外。唐牛儿出身市井，最终沦为封建官场黑幕的牺牲品。施耐庵通过其遭遇揭露专制体制下小人物的生存困境，展现底层民众在权势倾轧中的悲剧命运。,[PERSON#389]，[LOCATION#219]县街头小帮闲，以卖糟腌为业，人称“[PERSON#389]”。他与[PERSON#152]交好，常受其接济并为其奔走效劳。次日见[PERSON#849]纠缠[PERSON#152]，遂谎称有公事助其脱身，遭[PERSON#849]识破后当众被辱骂为“倒街卧巷的横死贼”，反被扭送官府。仍被县令以“故纵凶身”罪名脊杖二十，刺配五百里外。[PERSON#389]出身市井，最终沦为封建官场黑幕的牺牲品。[PERSON#409]通过其遭遇揭露专制体制下小人物的生存困境，展现底层民众在权势倾轧中的悲剧命运。
PERSON#151,智清长老,百姓,智清长老，古典小说《水浒传》中的人物。东京大相国寺的方丈，五台山智真长老的师弟。他负责接收被五台山推荐的鲁智深，与寺院知事商议后安排其管理菜园。作为寺院管理体系的核心人物，智清长老展现了传统佛教寺院职事晋升机制中的管理智慧。,[PERSON#151]，[LOCATION#2][LOCATION#3]的方丈，[LOCATION#18][PERSON#246]的师弟。他负责接收被[LOCATION#18]推荐的[PERSON#532]，与寺院知事商议后安排其管理菜园。作为寺院管理体系的核心人物，[PERSON#151]展现了传统佛教寺院职事晋升机制中的管理智慧。
