source,target
PERSON#622,PERSON#968
PERSON#622,PERSON#717
PERSON#622,PERSON#896
PERSON#622,PERSON#116
PERSON#622,PERSON#549
PERSON#87,PERSON#896
PERSON#87,PERSON#959
PERSON#87,PERSON#622
PERSON#156,PERSON#546
PERSON#156,PERSON#350
PERSON#156,PERSON#30
PERSON#156,PERSON#195
PERSON#156,PERSON#18
PERSON#156,PERSON#376
PERSON#156,PERSON#880
PERSON#156,PERSON#907
PERSON#156,PERSON#303
PERSON#156,PERSON#974
PERSON#156,PERSON#782
PERSON#156,PERSON#222
PERSON#156,PERSON#925
PERSON#156,PERSON#434
PERSON#156,PERSON#399
PERSON#156,PERSON#532
PERSON#156,PERSON#614
PERSON#156,PERSON#395
PERSON#156,PERSON#253
PERSON#156,PERSON#699
PERSON#156,PERSON#336
PERSON#156,PERSON#66
PERSON#156,PERSON#949
PERSON#156,PERSON#38
PERSON#156,PERSON#604
PERSON#156,PERSON#17
PERSON#156,PERSON#472
PERSON#156,PERSON#342
PERSON#156,PERSON#398
PERSON#156,PERSON#26
PERSON#156,PERSON#462
PERSON#156,PERSON#42
PERSON#156,PERSON#726
PERSON#156,PERSON#352
PERSON#156,PERSON#307
PERSON#156,PERSON#3
PERSON#156,PERSON#702
PERSON#156,PERSON#318
PERSON#156,PERSON#850
PERSON#156,PERSON#896
PERSON#156,PERSON#152
PERSON#156,PERSON#707
PERSON#959,PERSON#968
PERSON#959,PERSON#152
PERSON#959,PERSON#546
PERSON#959,PERSON#699
PERSON#959,PERSON#864
PERSON#968,PERSON#152
PERSON#968,PERSON#204
PERSON#968,PERSON#427
PERSON#968,PERSON#614
PERSON#968,PERSON#717
PERSON#392,PERSON#87
PERSON#392,PERSON#622
PERSON#392,PERSON#950
PERSON#392,PERSON#577
PERSON#392,PERSON#447
PERSON#392,PERSON#804
PERSON#392,PERSON#606
PERSON#392,PERSON#614
PERSON#392,PERSON#699
PERSON#392,PERSON#532
PERSON#392,PERSON#18
PERSON#350,PERSON#614
PERSON#350,PERSON#416
PERSON#350,PERSON#850
PERSON#350,PERSON#968
PERSON#350,PERSON#87
PERSON#350,PERSON#622
PERSON#350,PERSON#786
PERSON#350,PERSON#907
PERSON#350,PERSON#888
PERSON#350,PERSON#605
PERSON#350,PERSON#69
PERSON#350,PERSON#962
PERSON#350,PERSON#474
PERSON#350,PERSON#42
PERSON#350,PERSON#879
PERSON#350,PERSON#944
PERSON#350,PERSON#152
PERSON#350,PERSON#156
PERSON#399,PERSON#905
PERSON#399,PERSON#546
PERSON#399,PERSON#966
PERSON#399,PERSON#699
PERSON#399,PERSON#543
PERSON#399,PERSON#959
PERSON#399,PERSON#761
PERSON#399,PERSON#605
PERSON#399,PERSON#614
PERSON#399,PERSON#131
PERSON#399,PERSON#152
PERSON#399,PERSON#253
PERSON#18,PERSON#469
PERSON#18,PERSON#392
PERSON#18,PERSON#492
PERSON#18,PERSON#447
PERSON#18,PERSON#605
PERSON#18,PERSON#532
PERSON#18,PERSON#924
PERSON#18,PERSON#758
PERSON#18,PERSON#251
PERSON#18,PERSON#718
PERSON#18,PERSON#804
PERSON#18,PERSON#591
PERSON#18,PERSON#337
PERSON#18,PERSON#478
PERSON#18,PERSON#908
PERSON#18,PERSON#577
PERSON#18,PERSON#395
PERSON#18,PERSON#901
PERSON#18,PERSON#64
PERSON#18,PERSON#610
PERSON#18,PERSON#69
PERSON#18,PERSON#880
PERSON#18,PERSON#761
PERSON#18,PERSON#546
PERSON#18,PERSON#968
PERSON#18,PERSON#25
PERSON#18,PERSON#340
PERSON#18,PERSON#272
PERSON#18,PERSON#277
PERSON#18,PERSON#152
PERSON#605,PERSON#699
PERSON#605,PERSON#614
PERSON#605,PERSON#784
PERSON#605,PERSON#746
PERSON#605,PERSON#61
PERSON#605,PERSON#617
PERSON#605,PERSON#702
PERSON#605,PERSON#152
PERSON#925,PERSON#959
PERSON#925,PERSON#303
PERSON#699,PERSON#959
PERSON#699,PERSON#702
PERSON#699,PERSON#974
PERSON#699,PERSON#946
PERSON#699,PERSON#706
PERSON#699,PERSON#716
PERSON#699,PERSON#924
PERSON#699,PERSON#749
PERSON#699,PERSON#799
PERSON#699,PERSON#224
PERSON#699,PERSON#427
PERSON#699,PERSON#453
PERSON#699,PERSON#489
PERSON#699,PERSON#532
PERSON#699,PERSON#546
PERSON#699,PERSON#556
PERSON#699,PERSON#605
PERSON#699,PERSON#758
PERSON#104,PERSON#392
PERSON#104,PERSON#244
PERSON#104,PERSON#622
PERSON#104,PERSON#146
PERSON#104,PERSON#357
PERSON#244,PERSON#622
PERSON#244,PERSON#87
PERSON#244,PERSON#392
PERSON#244,PERSON#532
PERSON#204,PERSON#959
PERSON#204,PERSON#546
PERSON#204,PERSON#699
PERSON#204,PERSON#968
PERSON#204,PERSON#658
PERSON#204,PERSON#614
PERSON#204,PERSON#336
PERSON#204,PERSON#42
PERSON#204,PERSON#26
PERSON#204,PERSON#152
PERSON#434,PERSON#702
PERSON#434,PERSON#852
PERSON#434,PERSON#974
PERSON#434,PERSON#688
PERSON#434,PERSON#546
PERSON#434,PERSON#497
PERSON#434,PERSON#532
PERSON#434,PERSON#966
PERSON#434,PERSON#461
PERSON#434,PERSON#439
PERSON#434,PERSON#152
PERSON#434,PERSON#35
PERSON#434,PERSON#699
PERSON#702,PERSON#799
PERSON#702,PERSON#86
PERSON#702,PERSON#905
PERSON#702,PERSON#974
PERSON#702,PERSON#786
PERSON#702,PERSON#288
PERSON#86,PERSON#94
PERSON#86,PERSON#924
PERSON#86,PERSON#888
PERSON#94,PERSON#86
PERSON#116,PERSON#94
PERSON#116,PERSON#924
PERSON#116,PERSON#333
PERSON#116,PERSON#313
PERSON#116,PERSON#534
PERSON#116,PERSON#159
PERSON#116,PERSON#406
PERSON#116,PERSON#156
PERSON#116,PERSON#622
PERSON#116,PERSON#86
PERSON#116,PERSON#222
PERSON#116,PERSON#614
PERSON#116,PERSON#152
PERSON#66,PERSON#730
PERSON#66,PERSON#975
PERSON#66,PERSON#86
PERSON#66,PERSON#952
PERSON#66,PERSON#688
PERSON#66,PERSON#232
PERSON#66,PERSON#855
PERSON#66,PERSON#968
PERSON#66,PERSON#17
PERSON#17,PERSON#546
PERSON#17,PERSON#402
PERSON#17,PERSON#688
PERSON#17,PERSON#604
PERSON#17,PERSON#968
PERSON#17,PERSON#66
PERSON#17,PERSON#398
PERSON#17,PERSON#614
PERSON#17,PERSON#280
PERSON#17,PERSON#974
PERSON#17,PERSON#605
PERSON#17,PERSON#911
PERSON#17,PERSON#694
PERSON#17,PERSON#152
PERSON#17,PERSON#640
PERSON#532,PERSON#924
PERSON#532,PERSON#699
PERSON#532,PERSON#880
PERSON#532,PERSON#792
PERSON#532,PERSON#901
PERSON#532,PERSON#786
PERSON#532,PERSON#716
PERSON#532,PERSON#951
PERSON#532,PERSON#928
PERSON#532,PERSON#962
PERSON#532,PERSON#896
PERSON#532,PERSON#151
PERSON#532,PERSON#277
PERSON#532,PERSON#359
PERSON#532,PERSON#434
PERSON#532,PERSON#640
PERSON#924,PERSON#974
PERSON#924,PERSON#951
PERSON#924,PERSON#116
PERSON#924,PERSON#320
PERSON#924,PERSON#532
PERSON#924,PERSON#534
PERSON#924,PERSON#697
PERSON#320,PERSON#699
PERSON#320,PERSON#484
PERSON#320,PERSON#427
PERSON#320,PERSON#924
PERSON#320,PERSON#65
PERSON#320,PERSON#546
PERSON#398,PERSON#850
PERSON#398,PERSON#974
PERSON#398,PERSON#530
PERSON#398,PERSON#903
PERSON#398,PERSON#702
PERSON#398,PERSON#97
PERSON#398,PERSON#434
PERSON#398,PERSON#699
PERSON#398,PERSON#546
PERSON#398,PERSON#239
PERSON#398,PERSON#249
PERSON#398,PERSON#316
PERSON#850,PERSON#974
PERSON#850,PERSON#903
PERSON#850,PERSON#968
PERSON#850,PERSON#398
PERSON#534,PERSON#924
PERSON#534,PERSON#974
PERSON#469,PERSON#849
PERSON#469,PERSON#18
PERSON#604,PERSON#949
PERSON#604,PERSON#702
PERSON#604,PERSON#729
PERSON#949,PERSON#263
PERSON#107,PERSON#152
PERSON#107,PERSON#588
PERSON#435,PERSON#546
PERSON#435,PERSON#959
PERSON#142,PERSON#303
PERSON#142,PERSON#152
PERSON#142,PERSON#469
PERSON#142,PERSON#588
PERSON#142,PERSON#605
PERSON#142,PERSON#156
PERSON#142,PERSON#959
PERSON#142,PERSON#546
PERSON#142,PERSON#911
PERSON#142,PERSON#158
PERSON#142,PERSON#614
PERSON#303,PERSON#959
PERSON#303,PERSON#469
PERSON#303,PERSON#925
PERSON#303,PERSON#546
PERSON#303,PERSON#588
PERSON#303,PERSON#706
PERSON#303,PERSON#560
PERSON#303,PERSON#605
PERSON#303,PERSON#786
PERSON#303,PERSON#530
PERSON#588,PERSON#152
PERSON#688,PERSON#702
PERSON#688,PERSON#17
PERSON#859,PERSON#924
PERSON#38,PERSON#546
PERSON#38,PERSON#949
PERSON#38,PERSON#604
PERSON#195,PERSON#716
PERSON#195,PERSON#907
PERSON#195,PERSON#699
PERSON#195,PERSON#224
PERSON#195,PERSON#532
PERSON#716,PERSON#907
PERSON#26,PERSON#850
PERSON#26,PERSON#350
PERSON#26,PERSON#42
PERSON#26,PERSON#546
PERSON#26,PERSON#316
PERSON#26,PERSON#880
PERSON#26,PERSON#28
PERSON#26,PERSON#152
PERSON#369,PERSON#850
PERSON#369,PERSON#974
PERSON#369,PERSON#398
PERSON#369,PERSON#702
PERSON#369,PERSON#905
PERSON#369,PERSON#782
PERSON#369,PERSON#899
PERSON#251,PERSON#693
PERSON#251,PERSON#69
PERSON#251,PERSON#759
PERSON#251,PERSON#492
PERSON#251,PERSON#18
PERSON#253,PERSON#399
PERSON#253,PERSON#699
PERSON#253,PERSON#637
PERSON#253,PERSON#905
PERSON#253,PERSON#702
PERSON#253,PERSON#86
PERSON#253,PERSON#689
PERSON#253,PERSON#852
PERSON#253,PERSON#974
PERSON#253,PERSON#398
PERSON#253,PERSON#966
PERSON#253,PERSON#313
PERSON#313,PERSON#94
PERSON#336,PERSON#896
PERSON#336,PERSON#749
PERSON#336,PERSON#699
PERSON#336,PERSON#959
PERSON#336,PERSON#546
PERSON#336,PERSON#182
PERSON#472,PERSON#87
PERSON#472,PERSON#698
PERSON#472,PERSON#546
PERSON#472,PERSON#959
PERSON#472,PERSON#158
PERSON#358,PERSON#968
PERSON#358,PERSON#717
PERSON#279,PERSON#671
PERSON#279,PERSON#614
PERSON#279,PERSON#469
PERSON#427,PERSON#671
PERSON#427,PERSON#614
PERSON#427,PERSON#699
PERSON#427,PERSON#959
PERSON#427,PERSON#916
PERSON#311,PERSON#472
PERSON#311,PERSON#87
PERSON#311,PERSON#622
PERSON#880,PERSON#975
PERSON#880,PERSON#896
PERSON#416,PERSON#850
PERSON#416,PERSON#605
PERSON#416,PERSON#350
PERSON#678,PERSON#974
PERSON#974,PERSON#152
PERSON#974,PERSON#370
PERSON#974,PERSON#434
PERSON#974,PERSON#505
PERSON#974,PERSON#678
PERSON#974,PERSON#850
PERSON#974,PERSON#903
PERSON#974,PERSON#932
PERSON#576,PERSON#699
PERSON#576,PERSON#896
PERSON#277,PERSON#532
PERSON#277,PERSON#880
PERSON#277,PERSON#399
PERSON#277,PERSON#300
PERSON#277,PERSON#503
PERSON#277,PERSON#69
PERSON#277,PERSON#370
PERSON#277,PERSON#437
PERSON#277,PERSON#714
PERSON#277,PERSON#795
PERSON#277,PERSON#936
PERSON#30,PERSON#907
PERSON#69,PERSON#350
PERSON#69,PERSON#370
PERSON#69,PERSON#532
PERSON#577,PERSON#950
PERSON#577,PERSON#804
PERSON#950,PERSON#392
PERSON#950,PERSON#577
PERSON#126,PERSON#447
PERSON#126,PERSON#950
PERSON#126,PERSON#18
PERSON#126,PERSON#849
PERSON#447,PERSON#392
PERSON#376,PERSON#434
PERSON#376,PERSON#614
PERSON#376,PERSON#528
PERSON#376,PERSON#959
PERSON#376,PERSON#66
PERSON#376,PERSON#688
PERSON#376,PERSON#232
PERSON#129,PERSON#152
PERSON#129,PERSON#637
PERSON#129,PERSON#87
PERSON#129,PERSON#82
PERSON#492,PERSON#610
PERSON#528,PERSON#152
PERSON#804,PERSON#950
PERSON#804,PERSON#577
PERSON#158,PERSON#263
PERSON#158,PERSON#253
PERSON#158,PERSON#18
PERSON#158,PERSON#472
PERSON#158,PERSON#406
PERSON#158,PERSON#623
PERSON#158,PERSON#952
PERSON#158,PERSON#966
PERSON#158,PERSON#859
PERSON#158,PERSON#142
PERSON#158,PERSON#152
PERSON#158,PERSON#434
PERSON#263,PERSON#731
PERSON#263,PERSON#604
PERSON#263,PERSON#949
PERSON#911,PERSON#949
PERSON#911,PERSON#968
PERSON#222,PERSON#907
PERSON#222,PERSON#605
PERSON#222,PERSON#342
PERSON#222,PERSON#350
PERSON#342,PERSON#907
PERSON#372,PERSON#925
PERSON#372,PERSON#435
PERSON#216,PERSON#434
PERSON#216,PERSON#399
PERSON#216,PERSON#757
PERSON#718,PERSON#865
PERSON#718,PERSON#18
PERSON#658,PERSON#968
PERSON#402,PERSON#968
PERSON#109,PERSON#17
PERSON#109,PERSON#402
PERSON#109,PERSON#152
PERSON#901,PERSON#924
PERSON#318,PERSON#546
PERSON#318,PERSON#95
PERSON#318,PERSON#677
PERSON#318,PERSON#911
PERSON#318,PERSON#673
PERSON#318,PERSON#883
PERSON#318,PERSON#896
PERSON#896,PERSON#968
PERSON#896,PERSON#318
PERSON#28,PERSON#318
PERSON#28,PERSON#350
PERSON#28,PERSON#300
PERSON#28,PERSON#336
PERSON#28,PERSON#968
PERSON#28,PERSON#42
PERSON#348,PERSON#82
PERSON#348,PERSON#58
PERSON#82,PERSON#905
PERSON#82,PERSON#32
PERSON#82,PERSON#698
PERSON#395,PERSON#718
PERSON#395,PERSON#865
PERSON#865,PERSON#974
PERSON#865,PERSON#672
PERSON#865,PERSON#700
PERSON#717,PERSON#968
PERSON#22,PERSON#350
PERSON#22,PERSON#827
PERSON#43,PERSON#614
PERSON#637,PERSON#152
PERSON#165,PERSON#598
PERSON#165,PERSON#605
PERSON#165,PERSON#66
PERSON#165,PERSON#23
PERSON#598,PERSON#66
PERSON#598,PERSON#605
PERSON#557,PERSON#232
PERSON#232,PERSON#432
PERSON#730,PERSON#66
PERSON#503,PERSON#532
PERSON#246,PERSON#532
PERSON#246,PERSON#276
PERSON#4,PERSON#503
PERSON#4,PERSON#69
PERSON#4,PERSON#532
PERSON#389,PERSON#469
PERSON#389,PERSON#849
PERSON#151,PERSON#532
PERSON#419,PERSON#532
PERSON#491,PERSON#598
PERSON#491,PERSON#626
PERSON#491,PERSON#784
PERSON#864,PERSON#959
PERSON#864,PERSON#976
PERSON#224,PERSON#716
PERSON#224,PERSON#974
PERSON#224,PERSON#556
PERSON#224,PERSON#301
PERSON#224,PERSON#699
PERSON#224,PERSON#534
PERSON#224,PERSON#459
PERSON#453,PERSON#699
PERSON#425,PERSON#524
PERSON#425,PERSON#699
PERSON#459,PERSON#816
PERSON#459,PERSON#699
PERSON#816,PERSON#974
PERSON#677,PERSON#911
PERSON#677,PERSON#883
PERSON#183,PERSON#152
PERSON#849,PERSON#950
PERSON#35,PERSON#974
PERSON#35,PERSON#369
PERSON#35,PERSON#434
PERSON#298,PERSON#761
PERSON#298,PERSON#399
PERSON#761,PERSON#18
PERSON#966,PERSON#131
PERSON#697,PERSON#924
PERSON#240,PERSON#81
PERSON#139,PERSON#974
PERSON#139,PERSON#316
PERSON#139,PERSON#369
PERSON#139,PERSON#152
PERSON#139,PERSON#156
PERSON#535,PERSON#974
PERSON#854,PERSON#865
PERSON#249,PERSON#974
PERSON#249,PERSON#735
PERSON#249,PERSON#398
PERSON#249,PERSON#530
PERSON#249,PERSON#369
PERSON#249,PERSON#97
PERSON#122,PERSON#974
PERSON#932,PERSON#974
PERSON#952,PERSON#959
PERSON#782,PERSON#974
PERSON#782,PERSON#156
PERSON#280,PERSON#786
PERSON#280,PERSON#974
PERSON#280,PERSON#369
PERSON#786,PERSON#940
PERSON#786,PERSON#905
PERSON#786,PERSON#865
PERSON#786,PERSON#854
PERSON#786,PERSON#152
PERSON#131,PERSON#399
PERSON#131,PERSON#966
PERSON#131,PERSON#152
PERSON#131,PERSON#392
PERSON#351,PERSON#614
PERSON#606,PERSON#614
PERSON#316,PERSON#398
PERSON#316,PERSON#42
PERSON#316,PERSON#361
PERSON#903,PERSON#974
PERSON#42,PERSON#546
PERSON#42,PERSON#968
PERSON#42,PERSON#651
PERSON#42,PERSON#422
PERSON#42,PERSON#462
PERSON#556,PERSON#699
PERSON#301,PERSON#699
PERSON#301,PERSON#556
PERSON#301,PERSON#18
PERSON#229,PERSON#699
PERSON#229,PERSON#605
PERSON#700,PERSON#865
PERSON#75,PERSON#850
PERSON#462,PERSON#968
PERSON#462,PERSON#546
PERSON#698,PERSON#82
PERSON#698,PERSON#472
PERSON#271,PERSON#976
PERSON#271,PERSON#611
PERSON#976,PERSON#611
PERSON#618,PERSON#976
PERSON#247,PERSON#434
PERSON#247,PERSON#253
PERSON#247,PERSON#86
PERSON#357,PERSON#87
PERSON#357,PERSON#392
PERSON#146,PERSON#622
PERSON#146,PERSON#392
PERSON#146,PERSON#357
PERSON#300,PERSON#82
PERSON#300,PERSON#348
PERSON#300,PERSON#58
PERSON#610,PERSON#64
PERSON#610,PERSON#18
PERSON#340,PERSON#610
PERSON#885,PERSON#976
PERSON#32,PERSON#82
PERSON#667,PERSON#82
PERSON#60,PERSON#702
PERSON#60,PERSON#799
PERSON#48,PERSON#899
PERSON#48,PERSON#727
PERSON#461,PERSON#48
PERSON#461,PERSON#769
PERSON#461,PERSON#814
PERSON#461,PERSON#695
PERSON#461,PERSON#679
PERSON#461,PERSON#152
PERSON#304,PERSON#699
PERSON#304,PERSON#702
PERSON#304,PERSON#543
PERSON#304,PERSON#786
PERSON#332,PERSON#469
PERSON#489,PERSON#699
PERSON#489,PERSON#605
PERSON#749,PERSON#896
PERSON#749,PERSON#336
PERSON#23,PERSON#598
PERSON#23,PERSON#545
PERSON#23,PERSON#532
PERSON#23,PERSON#288
PERSON#23,PERSON#784
PERSON#371,PERSON#924
PERSON#739,PERSON#152
PERSON#415,PERSON#739
PERSON#415,PERSON#152
PERSON#679,PERSON#82
PERSON#589,PERSON#152
PERSON#545,PERSON#288
PERSON#291,PERSON#399
PERSON#288,PERSON#545
PERSON#288,PERSON#702
PERSON#288,PERSON#152
PERSON#288,PERSON#23
PERSON#583,PERSON#614
PERSON#128,PERSON#605
PERSON#571,PERSON#974
PERSON#441,PERSON#571
PERSON#441,PERSON#152
PERSON#370,PERSON#974
PERSON#370,PERSON#69
PERSON#617,PERSON#784
PERSON#940,PERSON#958
PERSON#404,PERSON#958
PERSON#764,PERSON#959
PERSON#490,PERSON#532
PERSON#187,PERSON#532
PERSON#330,PERSON#901
PERSON#543,PERSON#699
PERSON#543,PERSON#865
PERSON#178,PERSON#369
PERSON#560,PERSON#911
PERSON#214,PERSON#303
PERSON#214,PERSON#560
PERSON#746,PERSON#605
PERSON#454,PERSON#614
PERSON#800,PERSON#82
PERSON#549,PERSON#622
PERSON#422,PERSON#865
PERSON#422,PERSON#651
PERSON#422,PERSON#637
PERSON#266,PERSON#318
PERSON#58,PERSON#738
PERSON#817,PERSON#86
PERSON#33,PERSON#786
PERSON#135,PERSON#277
PERSON#474,PERSON#350
PERSON#651,PERSON#546
PERSON#239,PERSON#398
PERSON#255,PERSON#974
PERSON#832,PERSON#952
PERSON#832,PERSON#968
PERSON#505,PERSON#974
PERSON#188,PERSON#974
PERSON#197,PERSON#974
PERSON#182,PERSON#336
PERSON#236,PERSON#258
PERSON#258,PERSON#373
PERSON#258,PERSON#407
PERSON#258,PERSON#296
PERSON#672,PERSON#865
PERSON#654,PERSON#786
PERSON#296,PERSON#707
PERSON#296,PERSON#80
PERSON#296,PERSON#48
PERSON#296,PERSON#258
PERSON#248,PERSON#48
PERSON#248,PERSON#152
PERSON#414,PERSON#546
PERSON#108,PERSON#152
PERSON#281,PERSON#48
PERSON#281,PERSON#461
PERSON#344,PERSON#951
PERSON#344,PERSON#532
PERSON#673,PERSON#911
PERSON#673,PERSON#677
PERSON#883,PERSON#911
PERSON#858,PERSON#232
PERSON#322,PERSON#232
PERSON#322,PERSON#702
PERSON#602,PERSON#232
PERSON#359,PERSON#532
PERSON#276,PERSON#532
PERSON#276,PERSON#928
PERSON#509,PERSON#532
PERSON#361,PERSON#892
PERSON#361,PERSON#232
PERSON#173,PERSON#557
PERSON#173,PERSON#232
PERSON#173,PERSON#152
PERSON#569,PERSON#66
PERSON#150,PERSON#350
PERSON#714,PERSON#880
PERSON#714,PERSON#975
PERSON#714,PERSON#277
PERSON#309,PERSON#605
PERSON#339,PERSON#232
PERSON#439,PERSON#936
PERSON#161,PERSON#253
PERSON#161,PERSON#605
PERSON#471,PERSON#604
PERSON#273,PERSON#598
PERSON#273,PERSON#784
PERSON#24,PERSON#730
PERSON#795,PERSON#277
PERSON#103,PERSON#936
PERSON#103,PERSON#495
PERSON#645,PERSON#152
PERSON#688,PERSON#532
PERSON#232,PERSON#376
PERSON#232,PERSON#858
