PERSON_ID,NAME_LIST,LABEL,DES,N_DES
PERSON#641,莺儿,其他,莺儿，又名黄金莺，是小说《红楼梦》中薛宝钗的贴身丫鬟，因宝钗嫌原名拗口而改名。她随宝钗入住贾府，擅长打络子、编花篮等精细工艺，在第三十五回为贾宝玉打梅花络时提出玉需金线相配的论点，被后世视为金玉良缘的重要提示。莺儿性格娇憨伶俐，曾因指出通灵宝玉与宝钗金锁文字相配引发关注，又在第五十九回折柳编篮引发春燕受罚事件。其言行常折射宝钗的处世风格，如编花篮时以玩笑化解矛盾，展现主仆间宽松相处模式。薛宝钗与贾宝玉成婚后，莺儿作为陪房丫头随行。全书通过其手巧、嘴巧的特质，侧面勾勒出宝钗形象中鲜为人知的细节层次。,[PERSON#641]，又名[PERSON#664]，是小说[BOOK#38]中[PERSON#680]的贴身丫鬟，因[PERSON#159]嫌原名拗口而改名。她随[PERSON#159]入住[LOCATION#63]，擅长打络子、编[PERSON#464]篮等精细工艺，在第三十五回为[PERSON#733_1]打[PERSON#299][PERSON#464]络时提出[PERSON#336]需金线相配的论点，被后世视为金[PERSON#336]良缘的重要提示。[PERSON#641]性格娇憨伶俐，曾因指出[PERSON#596]与[PERSON#159][PERSON#614]文字相配引发关注，又在第五十九回折柳编篮引发[PERSON#251]受罚事件。其言行常折射[PERSON#159]的处世风格，如编[PERSON#464]篮时以玩笑[PERSON#62]解矛盾，展现主仆间宽松相处模式。[PERSON#680]与[PERSON#733_1]成婚后，[PERSON#641]作为陪房丫头随行。全书通过其手[PERSON#178]、嘴[PERSON#178]的特质，侧面勾勒出[PERSON#159]形象中鲜为人知的细节层次。
PERSON#261,司棋,荣国府,司棋，本名秦司棋，是清代小说《红楼梦》中贾迎春的大丫鬟，王善保的外孙女、秦显的侄女，位列“四大烈婢”之一。性格刚烈果决，曾因厨房怠慢率众大闹小厨房，后与表弟潘又安私通被发现，被逐出大观园，最终因母亲阻挠婚事撞墙殉情。其影视形象分别由谷童（1987年版）、张鸣鸣（1989年版）、赵笑宇（2010年版）饰演。作为迎春首席丫鬟，司棋以雷厉风行的作风弥补了主子的懦弱性格，展现出“副小姐”的强势。第七十一回私会潘又安事发后，面对抄检大观园的危机始终面无惧色。被逐出府后坚持“一身作事一身当”的信念，在母亲反对婚事的僵局中撞墙自尽，潘又安随之刎颈殉情，实现生死相随。司棋“高大丰壮”的外形与刚烈性情形成独特人物反差，其追求爱情自由的行为在封建礼教背景下具有悲剧色彩，最终以殉情结局收场。,[PERSON#261]，本名[PERSON#402][PERSON#261]，是清代小说[BOOK#38]中[PERSON#230]的大丫鬟，[PERSON#344]的外孙女、[PERSON#406]的侄女，位列“四大烈婢”之一。性格刚烈果决，曾因[LOCATION#14]怠慢率众大闹[LOCATION#30]，后与表[PERSON#187][PERSON#320]私通被发现，被逐出[LOCATION#20]，最终因母亲阻挠婚事撞墙殉情。其影视形象分别由[PERSON#529]（1987年版）、[PERSON#208]（1989年版）、[PERSON#591]（2010年版）饰演。作为[PERSON#595]首席丫鬟，[PERSON#261]以雷厉风行的作风弥补了主子的懦弱性格，展现出“副小姐”的强势。第七十一回私会[PERSON#320]事发后，面对抄检[LOCATION#20]的危机始终面无惧色。被逐出府后坚持“一身作事一身当”的信念，在母亲反对婚事的僵局中撞墙自尽，[PERSON#320]随之刎颈殉情，实现生死相随。[PERSON#261]“高大丰壮”的外形与刚烈性情形成独特人物反差，其追求爱情自由的行为在封建礼教背景下具有悲剧色彩，最终以殉情结局收场。
PERSON#274,侍书,荣国府,侍书，中国古典名著《红楼梦》中的角色之一。侍书，贾探春的丫鬟，心眼灵活，口齿伶俐。最后结局是跟随探春远嫁。她的名字有很大争议，在脂评抄本中称“待书”，如庚辰本、己卯本、梦稿本、戚序本等。作“侍书的”的，如蒙府本、甲辰本、舒序本等。另外程本则一律作“侍书”。,[PERSON#274]，[LOCATION#3]古典名著[BOOK#38]中的角色之一。[PERSON#274]，[PERSON#748]的丫鬟，心眼灵活，口齿伶俐。最后结局是跟随[PERSON#237]远嫁。她的名字有很大争议，在脂评抄本中称“[PERSON#209]”，如庚辰本、己卯本、梦稿本、戚序本等。作“[PERSON#274]的”的，如蒙府本、甲辰本、舒序本等。另外[PERSON#411]则一律作“[PERSON#274]”。
PERSON#483,贾惜春,宁国府,贾惜春，又称四姑娘、四丫头，是《红楼梦》中的人物，其名出见于第二回《贾夫人仙逝扬州城 冷子兴演说荣国府》，初次登场于第三回《贾雨村夤缘复旧职 林黛玉抛父进京都》，为金陵十二钗之一，是贾敬之女、贾珍胞妹。贾惜春出身宁国府，但自幼无母，由荣国府贾母等人抚养长大，常与贾迎春、贾探春结伴读书、参与家族活动。在与水月庵小尼姑智能儿玩耍时，她一句笑言流露出出家念头，之后的灯谜更暗示了她的归宿。众姐妹入住大观园后，她居于蓼风轩，不擅诗词，海棠诗社结社时仅以“藕榭”之名负责誊录监场；但她精于绘画，曾受贾母之托绘制大观园图。抄检大观园时，丫鬟入画因私藏物品将受责罚，贾惜春不听劝阻，直言处罚与她无关，并因此与嫂子尤氏起了龃龉。续作中，她一度与王熙凤共同掌管家务，与妙玉交往较密，深受妙玉被劫一事影响，坚定出家之念；后又因地藏庵姑子言语刺激，不思饮食，只想剃发为尼。最终，她将居所作为静室，出家为尼，由紫鹃陪伴在侧。贾惜春自幼缺乏父母关爱，性情孤介倔强、洁身自爱，不愿受人摆布；孤僻的性格使她能更冷静地观察人生。她从贾迎春等姐妹的悲剧中看破世情，目睹贵族之家世俗生活的糜烂，又亲历家族“生关死劫”的大变故，最终在悲苦、无奈与希冀中选择出世。然而，她的出家并非求真证道，而是为求自保的消极逃避；这一独特形象在诸多衍生作品中也得到生动演绎。,[PERSON#483]，又称[PERSON#104]、[PERSON#101]，是[BOOK#38]中的人物，其名出见于第二回[BOOK#57]，初次登场于第三回[BOOK#61]，为[LOCATION#72][PERSON#65]之一，是[PERSON#171]之女、[PERSON#452]胞妹。[PERSON#483]出身[LOCATION#28]，但自幼无母，由[LOCATION#56][PERSON#972]等人抚养长大，常与[PERSON#230]、[PERSON#748]结伴读书、参与家族活动。在与[LOCATION#41]小尼姑[PERSON#117]玩耍时，她一句笑言流露出出家念头，之后的灯谜更暗示了她的归宿。众姐妹入住[LOCATION#20]后，她居于蓼风轩，不擅诗词，海棠诗社结社时仅以“[PERSON#508]”之名负责誊录监场；但她精于绘画，曾受[PERSON#972]之托绘制[LOCATION#20]图。抄检[LOCATION#20]时，丫鬟[PERSON#169]因私藏物品将受责罚，[PERSON#483]不听劝阻，直言处罚与她无关，并因此与嫂子[PERSON#777]起了龃龉。续作中，她一度与[PERSON#433]共同掌管家务，与[PERSON#671]交往较密，深受[PERSON#671]被劫一事影响，坚定出家之念；后又因[LOCATION#17]姑子言语刺激，不思饮食，只想剃发为尼。最终，她将居所作为静室，出家为尼，由[PERSON#235]陪伴在侧。[PERSON#483]自幼缺乏父母关爱，性情孤介倔强、洁身自爱，不愿受人摆布；孤僻的性格使她能更冷静地观察人生。她从[PERSON#230]等姐妹的悲剧中看破世情，目睹贵族之家世俗生活的糜烂，又亲历家族“生关死劫”的大变故，最终在悲苦、无奈与希冀中选择出世。然而，她的出家并非求真证道，而是为求自保的消极逃避；这一独特形象在诸多衍生作品中也得到生动演绎。
PERSON#117,智能儿,其他,智能儿，小说《红楼梦》及其衍生作品中的角色之一。智能儿，水月庵的小尼姑。净虚的徒弟，自幼在贾府走动，无人不识，也常和宝玉、秦钟玩笑。长大后渐知风情，看上秦钟人物风流，秦钟也爱她妍媚。两人情投意合，在馒头庵时幽会数次，秦钟返回家后，她从水月庵私逃出来找秦钟，不意被秦钟父亲秦业知觉，将她逐出，后不知去向。,[PERSON#117]，小说[BOOK#38]及其衍生作品中的角色之一。[PERSON#117]，[LOCATION#41]的小尼姑。[PERSON#532]的徒[PERSON#187]，自幼在[LOCATION#63]走动，无人不识，也常和[PERSON#157]、[PERSON#418]玩笑。长大后渐知风情，看上[PERSON#418]人物风流，[PERSON#418]也爱她妍媚。两人情投意合，在[LOCATION#77]时幽会数次，[PERSON#418]返回家后，她从[LOCATION#41]私逃出来找[PERSON#418]，不意被[PERSON#418]父亲[PERSON#404]知觉，将她逐出，后不知去向。
PERSON#532,净虚,其他,净虚是《红楼梦》第十五回中馒头庵的住持老尼，法号虽含'净虚'二字，实则表里不一，常借佛门之地谋取私利。她与王熙凤勾结，利用贾府权力谋取私利，如替胡老爷家念血盆经收取十两银子，以及策划退婚获取三千两银子好处费等。其人物形象与贾宝玉的率真形成鲜明对比，反映了社会腐败现象。作为智能儿的师父，她在宗教背景下构建了师徒关系网络。,[PERSON#532]是[BOOK#38]第十五回中[LOCATION#77]的住持老尼，法号虽含'[PERSON#532]'二字，实则表里不一，常借佛门之地谋取私利。她与[PERSON#433]勾结，利用[LOCATION#63]权力谋取私利，如替[PERSON#162]家念[PERSON#515]收取十两银子，以及策划退婚获取三千两银子好处[PERSON#531]等。其人物形象与[PERSON#733_1]的率真形成鲜明对比，反映了社会腐败现象。作为[PERSON#117]的师父，她在宗教背景下构建了师徒关系网络。
PERSON#74,丰儿,荣国府,丰儿是《红楼梦》中贾琏和王熙凤夫妇的贴身丫鬟，隶属荣国府仆役体系。作为凤姐的主要随从之一，其形象通过零散的情节得以展现：在第七回初登场时展现其基础职责，第二十五回宝玉与凤姐被魇魔法所困时，丰儿作为凤姐的丫鬟在混乱场景中与其他仆人一起哭泣，侧面烘托事件危急。根据2023年考证，丰儿被列入情榜第四副册，体现了曹雪芹对次要人物塑造的精妙布局。,[PERSON#74]是[BOOK#38]中[PERSON#186_1]和[PERSON#433]夫妇的贴身丫鬟，隶属[LOCATION#56]仆役体系。作为[PERSON#53]的主要随从之一，其形象通过零散的情节得以展现：在第七回初登场时展现其基础职责，第二十五回[PERSON#157]与[PERSON#53]被魇魔法所困时，[PERSON#74]作为[PERSON#53]的丫鬟在混乱场景中与其他仆人一起哭泣，侧面烘托事件危急。根据2023年考证，[PERSON#74]被列入情榜第四副册，体现了[PERSON#263]对次要人物塑造的精妙布局。
PERSON#283,贾巧姐,荣国府,贾巧姐，又名大姐儿，是《红楼梦》中的人物，王熙凤与贾琏的独生女，位列金陵十二钗。她以“大姐儿”之名在第七回“送宫花贾琏戏熙凤，宴宁府宝玉会秦钟”首次出现。贾巧姐自幼多病，恰逢刘姥姥二进大观园，王熙凤便请其给孩子起名压一压，刘姥姥以“巧”字为其取名，寓意遇难成祥、逢凶化吉。巧姐幼时天真可爱，曾因看见刘姥姥孙子板儿玩佛手而不要柚子要佛手。后来巧姐内热惊风，贾环前来探望却遭王熙凤怒骂。巧姐长大时正值贾府衰败，贾母、王熙凤相继病逝后，其舅舅王仁、哥哥贾芸及贾环等人密谋将她卖给“外落王爷”为妾，幸得刘姥姥相救。依曹雪芹原意，巧姐后来与刘姥姥孙子板儿结为夫妻；高鹗续书则改写为嫁给周财主之子，成为荒村野店的纺织农妇。贾巧姐虽非主要人物，却位列金陵十二钗，年幼性格未定，是理解《红楼梦》不可或缺的一环。她从“大观园”的宦府千金沦为“荒村野店”的纺绩村妇，寄寓了作者对农桑生活的朦胧向往，也折射出贵族家庭盛衰无常的深意。,[PERSON#283]，又名[PERSON#122]，是[BOOK#38]中的人物，[PERSON#433]与[PERSON#186_1]的独生女，位列[LOCATION#72][PERSON#65]。她以“[PERSON#122]”之名在第七回“送宫[PERSON#464][PERSON#186_1]戏熙凤，宴宁府[PERSON#157]会[PERSON#418]”首次出现。[PERSON#283]自幼多病，恰逢[PERSON#456]二进[LOCATION#20]，[PERSON#433]便请其给孩子起名压一压，[PERSON#456]以“[PERSON#178]”字为其取名，寓意遇难成祥、逢凶[PERSON#62]吉。[PERSON#179]幼时天真可爱，曾因看见[PERSON#456]孙子[PERSON#843]玩[PERSON#16]而不要[PERSON#290]要[PERSON#16]。后来[PERSON#179]内热惊风，[PERSON#616]前来探望却遭[PERSON#433]怒骂。[PERSON#179]长大时正值[LOCATION#63]衰败，[PERSON#972]、[PERSON#433]相继病逝后，其舅舅[PERSON#291]、哥哥[PERSON#113]及[PERSON#616]等人密谋将她卖给“外落[PERSON#339][PERSON#334]”为妾，幸得[PERSON#456]相救。依[PERSON#263]原意，[PERSON#179]后来与[PERSON#456]孙子[PERSON#843]结为夫妻；[PERSON#649]续书则改写为嫁给周财主之子，成为荒村野店的纺织农妇。[PERSON#283]虽非主要人物，却位列[LOCATION#72][PERSON#65]，年幼性格未定，是理解[BOOK#38]不可或缺的一环。她从“[LOCATION#20]”的宦府千金沦为“荒村野店”的纺绩村妇，寄寓了作者对农桑生活的朦胧向往，也折射出贵族家庭盛衰无常的深意。
PERSON#310,彩明,荣国府,贾巧姐，又名大姐儿，是《红楼梦》中的人物，王熙凤与贾琏的独生女，位列金陵十二钗。她以“大姐儿”之名在第七回“送宫花贾琏戏熙凤，宴宁府宝玉会秦钟”首次出现。贾巧姐自幼多病，恰逢刘姥姥二进大观园，王熙凤便请其给孩子起名压一压，刘姥姥以“巧”字为其取名，寓意遇难成祥、逢凶化吉。巧姐幼时天真可爱，曾因看见刘姥姥孙子板儿玩佛手而不要柚子要佛手。后来巧姐内热惊风，贾环前来探望却遭王熙凤怒骂。巧姐长大时正值贾府衰败，贾母、王熙凤相继病逝后，其舅舅王仁、哥哥贾芸及贾环等人密谋将她卖给“外落王爷”为妾，幸得刘姥姥相救。依曹雪芹原意，巧姐后来与刘姥姥孙子板儿结为夫妻；高鹗续书则改写为嫁给周财主之子，成为荒村野店的纺织农妇。贾巧姐虽非主要人物，却位列金陵十二钗，年幼性格未定，是理解《红楼梦》不可或缺的一环。她从“大观园”的宦府千金沦为“荒村野店”的纺绩村妇，寄寓了作者对农桑生活的朦胧向往，也折射出贵族家庭盛衰无常的深意。,[PERSON#283]，又名[PERSON#122]，是[BOOK#38]中的人物，[PERSON#433]与[PERSON#186_1]的独生女，位列[LOCATION#72][PERSON#65]。她以“[PERSON#122]”之名在第七回“送宫[PERSON#464][PERSON#186_1]戏熙凤，宴宁府[PERSON#157]会[PERSON#418]”首次出现。[PERSON#283]自幼多病，恰逢[PERSON#456]二进[LOCATION#20]，[PERSON#433]便请其给孩子起名压一压，[PERSON#456]以“[PERSON#178]”字为其取名，寓意遇难成祥、逢凶[PERSON#62]吉。[PERSON#179]幼时天真可爱，曾因看见[PERSON#456]孙子[PERSON#843]玩[PERSON#16]而不要[PERSON#290]要[PERSON#16]。后来[PERSON#179]内热惊风，[PERSON#616]前来探望却遭[PERSON#433]怒骂。[PERSON#179]长大时正值[LOCATION#63]衰败，[PERSON#972]、[PERSON#433]相继病逝后，其舅舅[PERSON#291]、哥哥[PERSON#113]及[PERSON#616]等人密谋将她卖给“外落[PERSON#339][PERSON#334]”为妾，幸得[PERSON#456]相救。依[PERSON#263]原意，[PERSON#179]后来与[PERSON#456]孙子[PERSON#843]结为夫妻；[PERSON#649]续书则改写为嫁给周财主之子，成为荒村野店的纺织农妇。[PERSON#283]虽非主要人物，却位列[LOCATION#72][PERSON#65]，年幼性格未定，是理解[BOOK#38]不可或缺的一环。她从“[LOCATION#20]”的宦府千金沦为“荒村野店”的纺绩村妇，寄寓了作者对农桑生活的朦胧向往，也折射出贵族家庭盛衰无常的深意。
PERSON#433,王熙凤,荣国府,王熙凤，又称凤辣子、凤姐、琏二奶奶、凤姑娘、凤哥、凤丫头，曹雪芹所著中国古典小说《红楼梦》中的人物，其形象始见于第二回《贾夫人仙逝扬州城  冷子兴演说荣国府》，于第三回《贾雨村夤缘复旧职  林黛玉抛父进京都》正式登场，是金陵十二钗之一，贾琏之妻，王夫人的内侄女。王熙凤早年嫁于荣国府贾赦长子贾琏。婚后不久，她便凭借才干逐渐掌管荣国府家务。秦可卿去世后，她受命协理宁国府，更展现出非凡的治家之才。然而，王熙凤为人狠辣且贪恋权财，犯下诸多恶行：设计间接害死觊觎其美色的贾瑞；为三千两银子拆散张金哥与守备之子的姻缘，致二人自尽；发觉贾琏偷娶尤二姐后，表面佯作贤良姿态，却暗中对尤二姐百般折磨，最终逼得尤二姐吞金自尽。贾府被抄家时，王熙凤往年放贷重利的借票被搜出，盘剥敛财之事败露。本就疾病缠身的她经此打击，身心俱损。此后虽仍料理家务，却已力不从心且渐失人心。,[PERSON#433]，又称[PERSON#55]、[PERSON#53]、[PERSON#371]、[PERSON#54]、[PERSON#52]、[PERSON#49]，[PERSON#263]所著[LOCATION#3]古典小说[BOOK#38]中的人物，其形象始见于第二回[BOOK#56]，于第三回[BOOK#60]正式登场，是[LOCATION#72][PERSON#65]之一，[PERSON#186_1]之妻，[PERSON#15_1]的内侄女。[PERSON#433]早年嫁于[LOCATION#56][PERSON#926]长子[PERSON#186_1]。婚后不久，她便凭借才干逐渐掌管[LOCATION#56]家务。[PERSON#548]去世后，她受命协理[LOCATION#28]，更展现出非凡的治家之才。然而，[PERSON#433]为人狠辣且贪恋权财，犯下诸多恶行：设计间接害死觊觎其美色的[PERSON#223]；为三千两银子拆散[PERSON#207]与守备之子的姻缘，致二人自尽；发觉[PERSON#186_1]偷娶[PERSON#945]后，表面佯作贤良姿态，却暗中对[PERSON#945]百般折磨，最终逼得[PERSON#945]吞金自尽。[LOCATION#63]被抄家时，[PERSON#433]往年放贷重利的借票被搜出，盘剥敛财之事败露。本就疾病缠身的她经此打击，身心俱损。此后虽仍料理家务，却已力不从心且渐失人心。
PERSON#418,秦钟,其他,秦钟，《红楼梦》中人物，表字鲸卿。秦邦业（也称秦业）的儿子，秦可卿的弟弟。秦钟生在寒门薄宦之家，于《红楼梦》第七回正式登场，他生得眉清目秀，粉面朱唇，身材俊俏，举止风流，怯怯羞羞的有些女儿之态。秦钟与贾宝玉意气相投，成为同窗密友。秦可卿去世后，秦钟因为和智能儿幽会缠绵，又受了些风寒，回来后便咳嗽伤风，饮食懒进。后秦邦业把智能儿逐出，将秦钟打了一顿，自己气得老病复发去世。秦钟本性怯弱，且带病未痊，受了笞杖，今见老父气死，又添了许多病症，不几日也死了。1987版电视剧版由师玉娟饰演，2010版电视剧版由石津宇饰演。秦钟在书中的作用就在于警示贾宝玉不要重蹈他的覆辙。,[PERSON#418]，[BOOK#38]中人物，表字[PERSON#653]。[PERSON#476]（也称[PERSON#404]）的儿子，[PERSON#548]的[PERSON#187][PERSON#187]。[PERSON#418]生在寒门薄宦之家，于[BOOK#38]第七回正式登场，他生得眉清目秀，粉面朱唇，身材俊俏，举止风流，怯怯羞羞的有些女儿之态。[PERSON#418]与[PERSON#733_1]意气相投，成为同窗密友。[PERSON#548]去世后，[PERSON#418]因为和[PERSON#117]幽会缠绵，又受了些风寒，回来后便咳嗽伤风，饮食懒进。后[PERSON#476]把[PERSON#117]逐出，将[PERSON#418]打了一顿，自己气得老病复发去世。[PERSON#418]本性怯弱，且带病未痊，受了笞杖，今见老父气死，又添了许多病症，不几日也死了。1987版电视剧版由师[PERSON#336]娟饰演，2010版电视剧版由石津宇饰演。[PERSON#418]在书中的作用就在于警示[PERSON#733_1]不要重蹈他的覆辙。
PERSON#963,焦大,宁国府,焦大，中国古典小说《红楼梦》中的角色之一。焦大，宁国府的老仆。从小跟宁国公贾演出过三四回兵，曾从死人堆里把奄奄一息的主子背出来。没有饭吃，他饿着肚子去偷东西给主子吃，没有水喝，他自己喝马尿，把得来的半碗水给主子喝。由于以往的功劳情分，宁府的主子们对他另眼相看，不大难为他。他对宁国府后代糜烂的生活深恶痛绝，也只有他在喝醉酒后敢大骂他们：“每日偷狗戏鸡，爬灰的爬灰，养小叔子的养小叔子”，吓得众小厮魂飞魄丧，把他捆起来，用土和马粪满满填了他一嘴。,[PERSON#963]，[LOCATION#3]古典小说[BOOK#38]中的角色之一。[PERSON#963]，[LOCATION#28]的老仆。从小跟宁国公[PERSON#565]出过三四回兵，曾从死人堆里把奄奄一息的主子背出来。没有饭吃，他饿着肚子去偷东西给主子吃，没有水喝，他自己喝马尿，把得来的半碗水给主子喝。由于以往的功劳情分，宁府的主子们对他另眼相看，不大难为他。他对[LOCATION#28]后代糜烂的生活深恶痛绝，也只有他在喝醉酒后敢大骂他们：“每日偷狗戏鸡，爬灰的爬灰，养小叔子的养小叔子”，吓得众小厮魂飞魄丧，把他捆起来，用土和马粪满满填了他一嘴。
PERSON#920,詹光,荣国府,詹光是中国古典小说《红楼梦》中虚构的清客形象，为贾政门下"四清客"之首。该群体共计12人，以趋炎附势、依附权贵为特征。作者通过"詹光"这一姓名设计暗含"沾光"的谐音隐喻，暗示其世故圆滑的性格特质。作为封建贵族豢养的文人帮闲，这类人物在小说中承担着展现贾府社会关系网络的重要叙事功能。,[PERSON#920]是[LOCATION#3]古典小说[BOOK#38]中虚构的清客形象，为[PERSON#357]门下"四清客"之首。该群体共计12人，以趋炎附势、依附权贵为特征。作者通过"[PERSON#920]"这一姓名设计暗含"[PERSON#309]"的谐音隐喻，暗示其世故圆滑的性格特质。作为封建贵族豢养的文人帮闲，这类人物在小说中承担着展现[LOCATION#63]社会关系网络的重要叙事功能。
PERSON#564,吴新登,荣国府,吴新登是《红楼梦》中贾府的重要仆人，担任银库房总领，脂砚斋评其名"盖无星戥也"，暗示其贪腐之心。其名谐音"无星戥"（"无星秤"），暗示其缺乏原则、中饱私囊的性格特点。贾府鼎盛时期，他身居要职，但在贾府衰落后卷款潜逃。其妻"吴新登家的"亦以心机闻名，曾在探春协理荣国府时故意刁难，凸显其欺软怕硬的品性。,[PERSON#564]是[BOOK#38]中[LOCATION#63]的重要仆人，担任银库房总领，[PERSON#457]评其名"盖[PERSON#244]也"，暗示其贪腐之心。其名谐音"[PERSON#244]"（"无星秤"），暗示其缺乏原则、中饱私囊的性格特点。[LOCATION#63]鼎盛时期，他身居要职，但在[LOCATION#63]衰落后卷款潜逃。其妻"[PERSON#564]家的"亦以心机闻名，曾在[PERSON#237]协理[LOCATION#56]时故意刁难，凸显其欺软怕硬的品性。
PERSON#191,钱华,荣国府,钱华是小说《红楼梦》中荣国府的仆役，在第八回以买办身份出场。该人物属于贾府管理架构中的底层仆役成员，与吴新登、戴良等同列荣国府仆役名单。宝玉探望宝钗途中遇见钱华时，因其多时未见少主，忙上前行打千礼请安。脂砚斋在甲戌本《红楼梦》钱华名字旁批注“亦钱开花之意，随事生情，因情得文”，通过谐音命名暗示人物属性。另据文本考证，“钱华”谐音“钱花”，与“吴新登（无星戥）”“戴良（大量）”共同构成对贾府钱财管理的隐喻，暗指荣国府财务混乱、资金流失的现象。钱华等老仆曾向宝玉求取墨宝，侧面反映其日常职守状态。,[PERSON#191]是小说[BOOK#38]中[LOCATION#56]的仆役，在第八回以买办身份出场。该人物属于[LOCATION#63]管理架构中的底层仆役成员，与[PERSON#564]、[PERSON#227]等同列[LOCATION#56]仆役名单。[PERSON#157]探望[PERSON#159]途中遇见[PERSON#191]时，因其多时未见少主，忙上前行打千礼请安。[PERSON#457]在甲戌本[BOOK#38][PERSON#191]名字旁批注“亦钱开[PERSON#464]之意，随事生情，因情得文”，通过谐音命名暗示人物属性。另据文本考证，“[PERSON#191]”谐音“[PERSON#623]”，与“[PERSON#564]（[PERSON#244]）”“[PERSON#227]（大量）”共同构成对[LOCATION#63]钱财管理的隐喻，暗指[LOCATION#56]财务混乱、资金流失的现象。[PERSON#191]等老仆曾向[PERSON#157]求取墨宝，侧面反映其日常职守状态。
PERSON#235,紫鹃,荣国府,紫鹃，《红楼梦》中的人物，原名鹦哥，是贾母房里的二等小丫头。贾母见林黛玉来时只带了两个人，恐不中使，便把鹦哥给了黛玉，改名为紫鹃。她聪明灵慧，和黛玉关系很好，情同姐妹，一时一刻不离开，是黛玉的“闺中贵友”，一心一意为黛玉着想，见黛玉是个孤儿，又和贾宝玉相爱，就劝黛玉趁老太太还硬朗的时候作定大事要紧。为此，她想出林家要接黛玉回苏州的话来试宝玉，使宝玉痴病大发。,[PERSON#235]，[BOOK#38]中的人物，原名[PERSON#965]，是[PERSON#972]房里的二等[PERSON#368]。[PERSON#972]见[PERSON#41]来时只带了两个人，恐不中使，便把[PERSON#965]给了[PERSON#666]，改名为[PERSON#235]。她聪明灵慧，和[PERSON#666]关系很好，情同姐妹，一时一刻不离开，是[PERSON#666]的“闺中贵友”，一心一意为[PERSON#666]着想，见[PERSON#666]是个孤儿，又和[PERSON#733_1]相爱，就劝[PERSON#666]趁老[PERSON#911]还硬朗的时候作定大事要紧。为此，她想出林家要接[PERSON#666]回[LOCATION#55]的话来试[PERSON#157]，使[PERSON#157]痴病大发。
PERSON#379,茜雪,荣国府,茜雪是清代小说《红楼梦》中贾宝玉的贴身丫鬟之一，首次出场于第七回周瑞家送宫花时，后因枫露茶事件被撵出贾府。其名出自南宋周密"一树湘桃飞茜雪"词句，与麝月、袭人等丫鬟名共同构成"风花雪月"的意象组合。茜雪原负责宝玉的茶水侍奉，第八回因李嬷嬷饮用了宝玉指名要喝的枫露茶，引发宝玉醉酒后的暴怒。此事直接导致她被驱逐，具体经过通过李嬷嬷、袭人等对话侧面补述。脂砚斋批语披露茜雪将在"狱神庙"情节中探视落难的宝玉，但该部分原稿已佚失。现存文本中茜雪在第八回、第十九回、第四十六回等章节被提及，而脂批所述狱神庙情节的缺失，使该角色成为原著未完成稿的重要悬念。,[PERSON#379]是清代小说[BOOK#38]中[PERSON#733_1]的贴身丫鬟之一，首次出场于第七回[PERSON#760]家送宫[PERSON#464]时，后因[PERSON#288]事件被撵出[LOCATION#63]。其名出自南宋[PERSON#93]"一树[PERSON#319]飞[PERSON#379]"词句，与[PERSON#609_1]、[PERSON#512]等丫鬟名共同构成"风[PERSON#464]雪月"的意象组合。[PERSON#379]原负责[PERSON#157]的茶水侍奉，第八回因[PERSON#262]饮用了[PERSON#157]指名要喝的[PERSON#288]，引发[PERSON#157]醉酒后的暴怒。此事直接导致她被驱逐，具体经过通过[PERSON#262]、[PERSON#512]等对话侧面补述。[PERSON#457]批语披露[PERSON#379]将在"狱神庙"情节中探视落难的[PERSON#157]，但该部分原稿已佚失。现存文本中[PERSON#379]在第八回、第十九回、第四十六回等章节被提及，而[PERSON#455]所述狱神庙情节的缺失，使该角色成为原著未完成稿的重要悬念。
PERSON#476,秦邦业,其他,秦邦业（或作秦业）是《红楼梦》中的虚构人物，出身书香门第却操持清寒之家。他担任营缮司郎中一职，曾从养生堂抱养秦可卿作为养女，后于五十三岁时得亲生儿子秦钟。其子秦钟因与水月庵小尼姑智能的私情被其发现，遭责打后引发秦邦业老病复发而亡。,[PERSON#476]（或作[PERSON#404]）是[BOOK#38]中的虚构人物，出身书香门第却操持清寒之家。他担任营缮司郎中一职，曾从[LOCATION#8]抱养[PERSON#548]作为养女，后于五十三岁时得亲生儿子[PERSON#418]。其子[PERSON#418]因与[LOCATION#41]小尼姑[PERSON#255]的私情被其发现，遭责打后引发[PERSON#476]老病复发而亡。
